Id,Schottlaender v4.0,Maynard and Miles,Title,Publisher,Year,Description
the-evening-sun-turned-crimson-1,,,The Evening Sun Turned Crimson,"Cherry Valley, NY: Cherry Valley Editions",1980,"First, trade edition. Signed by Herbert Huncke."
port-of-saints-2,A29b,,Port of Saints,"Berkeley, CA: Blue Wind Press",1980,First American.
the-book-of-breething-6,A31c,,The Book of Breething,"Berkeley, CA: Blue Wind Press",1980,"Second American, trade edition."
three-novels-the-soft-machine-1,A46a,,"Three Novels (The Soft Machine, Nova Express, The Wild Boys)",New York: Grove Press. Inc.,1980,First edition in wrappers. The Evergreen imprint version of this collection.
burroughs-ii-die-wilden-boys-1,"D98, D137",,"Burroughs II (Die wilden Boys, Port of Saints)",Frankfurt: Zweitausendeins,1980,"First. Per James Musser: ""The first German edition of The Wild Boys (and presumably first German Port of Saints).  Tipped-in frontis illustration by S. Clay Wilson whose full-page plates appear throughout the book.  BURROUGHS' PERSONAL COPY SPECIALLY BOUND for him by the publisher in DIAMONDBACK RATTLESNAKE SKIN with Burroughs' initials stamped to the spine. Signed on the title page by Burroughs and also by S. Clay Wilson who dated his signature 1996.  (Wilson's person copy was bound in Niger goat and snakeskin--so depending on how you look at it each copy is unique---or you can say there were two specially bound author copies bound by the publisher.)  Fine in slightly used slightly soiled folding chemise covered in the same silk they used for the endpapers."""
cities-of-the-red-night-1,A47a,,Cities of the Red Night,"New York: Holt, Rinehart and Winston",1981,First. Signed by Burroughs.
early-routines-1,A48a,,Early Routines,"Santa Barbara, CA: Cadmus Editions",1981,"First. Signed by Burroughs and David Hockney, who did Burroughs' portrait on front cover. Lettered Q of 26, in rice paper dust jacket."
early-routines-2,A48a,,Early Routines,"Santa Barbara, CA: Cadmus Editions",1981,"First. Signed by Burroughs, numbered 2 of 125, in rice paper dust jacket."
essais-tome-i-1,A49,,Essais - Tome I,Paris: Christian Bourgois Éditeur,1981,First. Volume 1 of 2.
streets-of-chance-1,A50,,Streets of Chance,New York: The Red Ozier Press,1981,"First. Signed by Burroughs and illustrator Howard Buchwald, number 121 of 160. Beautifully bound, without dust jacket as issued."
am-here-books-catalogue-5-1,E14,,Am Here Books Catalogue 5,"Santa Barbara, CA: Am Here Books",1981,"Lists 37 Burroughs items. Contains 7"" vinyl E.P. record of Burroughs reading ""The Last Words of Hassan-I-Sabbah""."
you-re-the-guy-i-want-to-share-1,E36a,,You're The Guy I Want To Share My Money With,New York: Giorno Poetry Systems,1981,"First. GPS 020-021. Two 12"" vinyl records in gatefold jacket."
with-william-burroughs-1,H6b,,With WIlliam Burroughs,New York: Seaver Books,1981,First edition in wrappers.
atticus-books-catalogue-8-1,I1,,Atticus Books Catalogue 8,"San Diego, CA: Atticus Books",1981,"First. Signed by Burroughs, numbered 39 of 50. Lists 360 Burroughs items."
contemporary-literary-censorsh-1,I22,,Contemporary Literary Censorship: The Case History of Burroughs' Naked Lunch,"Metuchen, NJ : Scarecrow Press",1981,First. Critical study by Michael Barry Goodman. Signed by the author.
electronic-revolution-3,A24d,,Electronic Revolution,Bonn: Expanded Media Editions,1982,"Third. Reprint in wrappers, with ""Feedback from Watergate to the Garden of Eden""."
cities-of-the-red-night-2,A47c,,Cities of the Red Night,"New York: Holt, Rinehart and Winston",1982,First printing in pictorial wrappers. Wrappers faded and cracked on spine.
mummies-1,A51,,Mummies,Dusseldorf & New York: Edition Kaldeway,1982,"First. Contains 5 prints of etchings signed by the artist, Carl Apfelschnitt. Half-title reads: ""Edition: Volume 5"". Colophon reads: ""Printed in 70 copies and 5 copies on [sic] Japan. Bound by Christian Zwang, Hamburg. Typography Gunnar A. Kaldewey. First Edition. Copyright William Borroughs [sic] 1982."" Some scuffing to front cover."
sinki-s-sauna-1,A52a,,Sinki's Sauna,New York: Pequod Press,1982,"First. Signed by Burroughs, numbered 102 of 500."
a-william-burroughs-reader-1,A53,,A William Burroughs Reader,London: Picador,1982,First. Rubbed on spine of wrappers.
re-search-4-5-1,C523a,,Re/Search 4/5,,1982,"San Francisco, CA: Re/Search Publications, 1982."
the-final-academy-statements-1,G22,,The Final Academy: Statements of a Kind,London: The Final Academy,1982,First. Compiled by Roger Ely.
letters-to-allen-ginsberg-1953-2,H12c,,Letters to Allen Ginsberg 1953 - 1957,New York: Full Court Press,1982,"First American in wrappers. Personal copy of Peter Orlovsky, signed by Orlovsky and inscribed by Burroughs ""For Peter all the best Letters Love William S. Burroughs June 7, 1982.""  Slight pencil mark on front cover."
letters-to-allen-ginsberg-1953-3,H12c,,Letters to Allen Ginsberg 1953 - 1957,New York: Full Court Press,1982,"First American. Signed by Burroughs and Ginsberg, number 95 of 100."
letters-to-allen-ginsburg-1953-1,H12c,,Letters to Allen Ginsburg 1953 - 1957,New York: Full Court Press,1982,First American. Slight pencil mark on lower left front of dust jacket. With xerox of publisher's press release laid in.
to-talk-for-joe-the-dead-t-1,,,"""to talk for Joe the Dead"" - Typescript",n.p.,1983,"Per Brian Cassidy: ""[1pp. Typed MSS With Holograph Corrections and Notes From His Short Story 'to talk for Joe the Dead'].  1983.  4to. Very good or better; mild toning along edges where framed mat once was, tape remnant from same to top edge.  Both unobtrusive. Single manuscript page from Burroughs' short story ""to talk for Joe the Dead"" from his collection TORNADO ALLEY (Cherry Valley, 1989 - provided).  This portion corresponds to pp. 17-18 from that edition.Typed and dated April 16, 1983, the piece likely originated from Burroughs' journal as several lines at the beginning of the page seem to record a dream featuring Allen Ginsberg not mentioned in the published version.  Several hand corrections to typescript as well as two informative notes to upper and lower margins in Burroughs' hand. The first: ""He's going to kill his doctor (me)"".  The second explains the origins of the story: ""This is an extension of Jerry Wallace story about a criminal boy 7 feet tall.  I said, ""He'd better abreviate [sic?] himself"".  An uncommon look at Burroughs' working methods, even if only in part."""
re-search-8-9-1,,,Re/Search 8/9,San Francisco: Re/Search Publications,1984,"Contains essays ""Mythmaker of the 20th Century"" and ""Preface to The Atrocity Exhibition"" by Burroughs."
bastard-1,,,Bastard,Paris: Futuropolis,1984,"First. Personal copy of Gregory Corso of cartoon collaboration by Willem and Wilson. Signed by Burroughs, Wilson and Gregory Corso (using his Italian name ""Nuncio Corso""). Contains endorsement by Burroughs."
naked-lunch-3,A2j,,Naked Lunch,"New York: Grove Press, Inc.",1984,"Signed limited 25th anniversary edition. Signed and numbered by Burroughs, 38 of 500. In slip case without dust jacket as issued."
essais-tome-ii-1,A49,,Essais - Tome II,Paris: Christian Bourgois Éditeur,1984,First. Volume 2 of 2.
the-burroughs-file-1,A54,,The Burroughs File,San Francisco: City Lights Books,1984,First in wrappers.
the-burroughs-file-2,A54,,The Burroughs File,San Francisco: City Lights Books,1984,First.
the-four-horsemen-of-the-apoca-1,A55a,,The Four Horsemen of the Apocalypse,Bonn: Expanded Media Editions,1984,First.
the-place-of-dead-roads-1,A56a,,The Place of Dead Roads,"New York: Holt, Rinehart and Winston",1984,"First. Signed and numbered by Burroughs, 176 of 300. In slip case without dust jacket as issued."
the-place-of-dead-roads-2,A56a,,The Place of Dead Roads,"New York: Holt, Rinehart and Winston",1984,First.
ruski-1,A57a,,Ruski,"Brooklyn, NY: Hand-Job Press",1984,"First. Signed by Burroughs, numbered 314 of 500."
new-york-inside-out-1,G92,,New York Inside Out,Toronto: Skyline Press,1984,First.
kerouac-friends-a-beat-gen-1,,,Kerouac & Friends - A Beat Generation Album,New York : W. Morrow,1985,"First. Signed by the author and the following Beat Generation figures: Ted Joans, Herbert Hunke, Carl Solomon, Jack Micheline, Diane di Prima, Gregory Corso and Allen Ginsberg."
the-adding-machine-1,A58a,,The Adding Machine,London: John Calder,1985,"First. Per the London bookseller Any Amount of Books: ""From the working library of novelist Angela Carter (1940 - 1992) with her posthumous bookplate. This small, attractive bookplate reads 'From the Library of Angela Carter' and was designed by Sebastian Carter of the Rampant Lions Press and was authorised by the executors of her estate, from whom we bought the major part of her considerable collection. Fine in fine dust wrapper."""
queer-1,A59a,,Queer,"New York: Viking Penguin, Inc.",1985,First.
the-adding-machine-2,A58b,,The Adding Machine,New York: Seaver Books,1986,First American.  Signed by Burroughs. Dust jacket worn on edges.
the-adding-machine-3,A58b,,The Adding Machine,New York: Seaver Books,1986,First American. Dust jacket worn on edges.
the-cat-inside-1,A60a,,The Cat Inside,New York: The Grenfell Press,1986,"First. Signed by Burroughs and Brion Gysin, who illustrated the book. Number 18 of 115, hand bound and hand printed on antique paper, with in rice paper wraps. With publisher's pre-publication advertisement."
the-cat-inside-2,A60a,,The Cat Inside,New York: The Grenfell Press,1986,"First. Signed by Burroughs and Gysin, number XVI of 18 copies bound in vellum with Gysin drawing in gold on the front cover. In custom made box."
conjunctions-9-1,C558,,Conjunctions 9,"New York: David R. Godine, Publishers, Inc.",1986,"Contains ""The Cat Inside."" Hard bound."
william-burroughs-an-essay-1,H2,,William Burroughs: An Essay,"Sudbury, MA: Water Row Press",1986,"First. Signed by Ansen and Burroughs, number 9 of 50."
from-the-western-lands-1,A61,,From the Western Lands,"Santa Fe, NM: Casa Sin Nombre",1987,"First. Signed by Burroughs, one of 750. Broadside."
the-western-lands-1,A62a,,The Western Lands,"New York: Viking Penguin, Inc.",1987,First.
the-western-lands-2,A62a,,The Western Lands,"New York: Viking Penguin, Inc.",1987,First. Signed by Burroughs.
lee-and-the-boys-in-the-backro-1,G50b,,Lee and the Boys in the Backroom,"Lawrence, KS: Lawrence Community Theatre",1987,"Poster announcing ""Lee and the Boys in the Backroom,"" ""a play ""based on the novel QUEER and the unpublished correspondence"" of WILLIAM S. BURROUGHS at Lawrence Community Theatre May 8 - 12,""  directed by Paul Lim, a professor of English at the University of Kansas and one of Burroughs' friends in Lawrence. Picture of Burroughs seated with ""boy"" and life-sized doll at a table with Mexican food."
word-cultures-radical-theory-1,I37,,Word Cultures: Radical Theory and Practice in William S. Burroughs’ Fiction.,"Urbana, IL : University of Illinois Press",1987,First. Critical study by Robin Lydenberg.
the-four-horsemen-of-the-apoca-2,A55a,,The Four Horsemen of the Apocalypse,Bonn: Expanded Media Editions,1988,First. Second printing.
william-burroughs-painting-1,B3,,William Burroughs: Painting,Amsterdam: Suzanne Biederberg Gallery,1988,"First. Brochure accompanying exhibitions in Amsterdam and London. With reproductions of 16 paintings and ""On Burroughs' Art"", an essay by James Grauerholz, including explication of each piece."
william-s-burroughs-1,B4,,William S. Burroughs,"Santa Fe, NM: Gallery Casa Sin Nombre",1988,First. Softbound.
meet-the-beats-poster-no-2-1,G22?,,Meet The Beats Poster No. 2 - William S. Burroughs,"Sudbury, MA: Water Row Press",1988,Unsigned print of Robert Crumb caricature of Burroughs. In museum-quality matte and frame.
apocalypse-1,G35a,,Apocalypse,New York: George Mulder Fine Arts,1988,First. Dust jacket yellowing around edges. Hardbound.
apocalypse-2,G35a,,Apocalypse,New York: George Mulder Fine Arts,1988,First issue in wrappers.
literary-outlaw-1,H33a,,Literary Outlaw,"New York: Henry Holt and Company, Inc.",1988,First.
mindfield-1,,,Mindfield,New York: Thunder's Mouth Press,1989,"First. A book of poems by Gregory Corso, with forwards by Burroughs and Allen Ginsberg. Letter O of a limited edition of 26 signed by the author, as well as Burroughs and Ginsberg. As issued in red slip case."
literary-vision-1,,,Literary Vision,New York: Jack Tilton Gallery,1989,"Perfect-bound brochure accompanying showing of painting by noted literary figures, including Burroughs and Gysin, at Jack Tilton Gallery, New York. With excerpts from Grauerholz's essay ""On Burroughs' Art""."
portrait-of-burroughs-1,,,Portrait of Burroughs,n.p.,1989,"Portrait of Burroughs in casual shirt sitting, facing camera, with wry expression on face. Signed ""By Nelson Lyon, WSB '89"". Creased at lower right corner."
clause-27-is-proposition-6-is-1,A63,,Clause 27 Is Proposition 6 Is The Whole Tamale,"England: The Horse Press, 1989.",1989,"First. Signed by Burroughs ""William S. Burroughs 1/23/1997"". Year of publication approximate per Shoaf and Schottlaender."
interzone-1,A64a,,Interzone,"New York: Viking Penguin, Inc.",1989,First.
tornado-alley-1,A65,,Tornado Alley,"Cherry Valley, NY: Cherry Valley Editions",1989,First. In wrappers.
tornado-alley-2,A65,,Tornado Alley,"Cherry Valley, NY: Cherry Valley Editions",1989,"First. Signed by Burroughs, unnumbered, one of 100, without dust jacket as issued. Hardbound."
william-s-burroughs-paintings-1,B11,,William S. Burroughs Paintings,Basel: Editions Carzaniga + Ueker AG,1989,"First. Brochure accompanying exhibition in Galerie Carzaniga + Ueker, Basel. With reproductions of 23 paintings and German and English versions of Grauerholz's essay."
conjunctions-13-1,C594,,Conjunctions 13,New York: Collier Press,1989,"Contains ""Christ and The Museum of Extinct Species"". In wrappers."
stiletto-1-1,C603,,Stiletto 1,"Lawrence, KS: Howling Dog Press",1989,"Contains 4 selections from ""Interzone"". With insert reproduction of ""Twilight's Last Gleaming"" painting by Burroughs. In  plastic bag with metallic wrappers."
towers-open-fire-1,F22,,Towers Open Fire,"Montauk, NY: Mystic Fire Video",1989,"Films featuring Burroughs and his work by Antony Balch, with the involvement of Ian Sommerville and Brion Gysin. VHS."
the-atrocity-exhibition-1,,,The Atrocity Exhibition,San Francisco: Re/Search Publications,1990,Preface by Burroughs. First issue in wrappers.
earl-mcgrath-gallery-list-of-1,,,Earl McGrath Gallery: List of Works,"West Hollywood, CA: Earl McGrath Gallery",1990,"Xerox of list of works by Burroughs on exhibition at the Earl McGrath Gallery in West Hollywood, CA, September-October 1990. With receipt for ""Paper Roses on the Prevaricated Heart."""
paper-roses-on-the-prefabricat-1,,,Paper Roses on the Prefabricated Heart,n.p.,1990,"Signed by Burroughs. Fabriano paper, 20x16"". Number 8 in Earl McGrath Gallery list of works for Los Angeles exhibit in September-October 1990. In original matte and frame."
dead-city-radio-1,E7,,Dead City Radio,"New York: Island Records, Inc.",1990,"Single CD, 17 tracks of readings from various works, with various backing musicians. Produced by Nelson Lyon, who became a good friend of Burroughs and amassed a significant collection of Burroughs and Beats material, sold at auction in 1999, and some items of which have found their way into my collection."
the-drug-user-documents-1840-1,,,The Drug User Documents 1840 - 1960,New York: Blast Books,1991,First. Softbound. Contains foreword by Burroughs.
x-ray-man-1,,,X-Ray Man,New York: Water Row/Lococo Mulder,1991,"Per Eric Shoaf, ""untitled three-color broadside (red, blue & purple on white background). 9.5 x 13 inches silkscreen print with small embossed lizard figure in lower right corner."" Signed by Burroughs. Limited edition printing, number 136 of 178. In original matte and frame."
ghost-of-chance-1,A66a,,Ghost of Chance,New York: Whitney Museum of Art,1991,"First. Signed by Burroughs and George Condo, the illustrator. Unnumbered, one of 160, in slipcase."
the-seven-deadly-sins-1,B18a,,The Seven Deadly Sins,New York/St. Louis: Lococo/Mulder,1991,"First. Signed and numbered by Burroughs, 43 of 150. Leather bound, with shotgun pellet-perforated wood piece mounted on front cover. With shipping carton."
the-cat-inside-3,A60b,,The Cat Inside,New York: Viking Penguin,1992,"Second. Without dust jacket, as issued."
the-cat-inside-4,A60b,,The Cat Inside,New York: Viking Penguin,1992,"Second. Without dust jacket, as issued."
painting-guns-1,A67,,Painting & Guns,"Madras, India and New York, NY: Hanuman Books",1992,First. In orange wrappers. Cover variant with standing monkey with staff on back.
painting-guns-2,A67,,Painting & Guns,"Madras, India and New York, NY: Hanuman Books",1992,"First. In cream wrappers. Cover variant with monkey face surrounded by half circle on back, price tag on back, small tear to lower front."
paper-cloud-thick-pages-1,B20,,Paper Cloud Thick Pages,Kyoto: Kyoto Shoin Int'l.,1992,First. In laminated pictorial cardboard hardcover.
the-priest-they-called-him-1,E22,,"The ""Priest"" They Called Him","Portland, OR: Tim Kerr Records",1992,First on vinyl.
the-priest-they-called-him-2,E22,,"The ""Priest"" They Called Him","Portland, OR: Tim Kerr Records",1992,First on CD.
break-through-in-grey-room-1,E5b,,Break Through In Grey Room,"Brussels, Belgium: Sub Rosa",1993,Burroughs reading with support from Ian Sommerville and Brion Gysin.  CD.
the-letters-of-william-s-burr-1,H11a,,The Letters of William S. Burroughs: 1945 - 1959,"New York: Viking Penguin, Inc.",1993,"First. Proof copy, with publisher's letter to reviewers laid in."
the-letters-of-william-s-burr-2,H11a,,The Letters of William S. Burroughs: 1945 - 1959,"New York: Viking Penguin, Inc.",1993,First trade edition.
william-burroughs-el-hombre-i-1,H32b,,William Burroughs: El Hombre Invisible,New York: Hyperion,1993,First American edition.
the-junky-s-christmas-and-othe-1,,,The Junky's Christmas And Other Yuletide Stories,London: Serpent's Tail Publishing,1994,"Contains ""The Junky's Christmas"" by Burroughs."
photos-and-remembering-jack-ke-1,A69,,Photos and Remembering Jack Kerouac,"Louisville, KY: White Fields Press",1994,"First. Signed by Burroughs, lettered F of 26."
remembering-jack-kerouac-1,A70,,Remembering Jack Kerouac,"Louisville, KY: White Fields Press",1994,"First. Signed by Burroughs, numbered 10 of 49."
a-william-burroughs-birthday-b-1,G17,,A William Burroughs Birthday Book,London: Temple Press,1994,First. In stapled wrappers.
ghost-of-chance-2,A65b,,Ghost of Chance,New York: High Risk Books,1995,First trade edition.
junky-queer-naked-lunch-1,A72,,Junky; Queer; Naked Lunch,New York: Quality Paperbook Book Club,1995,Softbound.
my-education-a-book-of-dreams-1,A73a,,My Education: A Book of Dreams,"New York: Viking Press, Inc.",1995,First edition.
pantopon-rose-1,A74,,Pantopon Rose,"Charleston, WV: Parchment Gallery Graphics",1995,"First. Signed and numbered by Burroughs, number 40 of 60."
report-of-the-death-of-an-amer-1,G1,,"Report of the Death of an American Citizen ... Mexico, D.F., Mexico, September 24, 1951 ...Joan Vollmer Burroughs .../","Marlborough, MA: Water Row Books",1995,"First. Broadside, numbered 68 of 100."
venus-bound-the-erotic-voyage-1,,,Venus Bound: The Erotic Voyage of the Olympia Press and Its Writers.,New York: Random House,1996,First.
the-beat-book-1,,,The Beat Book,"Boston, MA: Shambhala Publications",1996,Edited by Anne Waldman. Contains seven selected writings by Burroughs. First.
essais-tome-i-2,A49?,,Essais - Tome I,Paris: Christian Bourgois Éditeur,1996,Second. Volume 1 of 2.
concrete-and-buckshot-william-1,B22a,,"Concrete and Buckshot: William S. Burroughs, Paintings 1987 - 1996",Los Angeles: Smart Art Press,1996,First.
ports-of-entry-williams-burro-1,B23a,,Ports of Entry: Williams Burroughs and the Arts,"Los Angeles, CA: Los Angeles County Museum of Art ",1996,First. Produced for a 1996 exhibition at LACMA.
ports-of-entry-williams-burro-2,B23a,,Ports of Entry: Williams Burroughs and the Arts,"Los Angeles, CA: Los Angeles County Museum of Art ",1996,First. Produced for a 1996 exhibition at LACMA. Mint in original shrinkwrap.
funeral-card-1,G97?,,Funeral Card,,1997,"Item from Schottlaender G97. The funeral card from the memorial service held in Lawrence, KS on August 6th, 1997."
word-virus-the-william-burrou-1,A76a,,Word Virus: The William Burroughs Reader,New York: Grove Press,1998,First.
word-virus-the-william-burrou-2,A76a,,Word Virus: The William Burroughs Reader,New York: Grove Press,1998,First.
paradise-outlaws-1,,,Paradise Outlaws,"New York: WIlliam Morrow & Company, Inc.",1999,First. Price sticker on front of dust jacket.
in-search-of-yage-1,A77,,In Search of Yage,"Forest Knolls, CA: Skyline Books",1999,"First. Per James Musser: ""Contains three original b&w photographs of William Burroughs in the Amazon jungle in the 1950s. The photographs were taken by an unknown person who accompanied Burroughs on his South American expedition to research the use of yage by local curanderos, a journey chronicled in The Yage Letters. They show Burroughs in his pith helmet and safari clothes, in one photo wielding a machete, in another posing with a long rifle, and in the third he's standing with two native children. The 5"" x 7"" photographs are corner-mounted on paper that simulates the bark of the Banisteria caapi vine. The pages are bound into covers of richly textured, sumptuous hand-made paper bound at the spine with brass screws. The booklet was designed and hand-assembled by Johnny Brewton of X-Ray Book Co. in an edition limited to only 26 lettered copies. The photographs, two of which are previously unpublished, were reproduced from the original negatives and are the only prints to be made from these negatives. This first publication from Skyline Books is a nice companion to The Yage Letters, providing an intriguing look at William Burroughs as explorer and ethnobotanist. As new.""  Lettered R of 26."
the-best-of-william-burroughs-1,E3,,The Best of William Burroughs,New York: Giorno Poetry Systems,1999,Contains booklet.
william-s-burroughs-time-pl-1,G77,,"William S. Burroughs: Time, Place, Word","Providence, R.I.: Friends of the Library, Brown University",2000,First. Edited by Eric C. Shoaf and Robert H. Jackson.
last-words-the-final-journals-1,H10a,,Last Words: The Final Journals of William S. Burroughs,"New York: Grove Press, Inc.",2000,First.
last-words-the-final-journals-2,H10a,,Last Words: The Final Journals of William S. Burroughs,"New York: Grove Press, Inc.",2000,First.
collecting-william-s-burrough-1,I11a,,Collecting William S. Burroughs in Print: A Checklist,"Rumford, RI: Rock n' Roll Research Press",2000,"First. Compiled by Eric C. Shoaf. Signed by Shoaf, number 40 of 174 numbered copies."
words-of-advice-for-young-peop-1,A79,,Words of Advice for Young People,"Encinitas, CA: FreeThought Publications",2001,"First. Number 5 of 250. Signed by the photographer, Michael Monfort."
burroughs-live-the-collected-1,H7,,"Burroughs Live: The Collected Interviews of William S. Burroughs, 1960-1997",Los Angeles: Semiotext(e),2001,First. Edited by Sylvere Lotringer.
burroughs-live-the-collected-2,H7,,"Burroughs Live: The Collected Interviews of William S. Burroughs, 1960-1997",Los Angeles: Semiotext(e),2001,First.  Edited by Sylvere Lotringer.
brion-gysin-tuning-in-to-the-m-1,,,Brion Gysin Tuning in to the Multimedia Age,London: Thames & Hudson Ltd.,2003,"First. Edited by Jose Ferez Kuri. Contains ""Port of Entry Here is space-time painting"" by Burroughs. First issue in wrappers."
william-burroughs-and-the-secr-1,I28,,WIlliam Burroughs and the Secret of Fascination,"Carbondale, Ill.: Southern Illinois University Press",2003,First. Hardbound in dustjacket.
william-burroughs-literary-arc-1,I4,,William Burroughs Literary Archive,"Hadley, MA: Ken Lopez Bookseller",2005,First. An excellent description of and background to the sale of the Burroughs Archive to the New York Public Library.
the-yage-letters-redux-1,A8e,,The Yage Letters Redux,San Francisco: City Lights Books,2006,Second printing.
the-lost-years-of-william-burr-1,H26,,The Lost Years of William Burroughs: Beats in South Texas,"College Station, TX: Texas A&M University Press",2006,First. In wrappers.
le-temps-des-assassins-1,,,Le Temps des Assassins,"Rouen, FR: Dérriere la Salle de Bains",2008,Pamphlet. Reproduction of texts by Burroughs translated to French by Lucien Suel and originally published in La Collection du Starscrewer nos. 7 (January 1978) and 12 (2nd quarter 1979.) First thus.
everything-lost-the-latin-ame-1,A80,,Everything Lost: The Latin American Notebook of WIlliam S. Burroughs,"Columbus, OH: Ohio State University Press",2008,First.
and-the-hippos-were-boiled-in-1,A81,,And The Hippos Were Boiled In Their Tanks,New York: Grove Press,2008,First.
cut-ups-cut-ins-cut-outs-th-1,B29,,"Cut-ups, Cut-ins, Cut-outs: The Art of WIlliam S. Burroughs",Nürnberg: Verlag für moderne Kunst; Wien: Kunsthalle Wien,2012,First.
rub-out-the-words-the-letters-1,H14,,Rub Out The Words: The Letters of WIlliam S. Burroughs 1959-1974,New York: Ecco,2012,First.
taking-shots-the-photography-1,B30,,Taking Shots: The Photography of William S. Burroughs,"Munich, DE: Prestel Verlag",2014,First. Edited by Patricia Allmer and John Sears. Produced for an exhibition of Burroughs' photographic work in 2014 at The Photographers' Gallery in London.
call-me-burroughs-a-life-1,H31?,,Call Me Burroughs: A Life,"New York, NY: Hachette Book Group",2014,First. Barry Miles' biography of Burroughs.
william-s-burroughs-a-collect-1,I11b,,William S. Burroughs A Collector's Guide,"Providence, RI: Inkblot; distributed by Aftermath Books",2014,First thus. Softbound.
the-travel-agency-is-on-fire-1,A82,,The Travel Agency Is on Fire,"New York: The Center for the Humanities, The Graduate Center, The City University of New York",2015,"First. Alex Wermer-Colan, ed. (Lost and Found: The CUNY Poetics Document Initiative; Ser. 5, No. 2) Staplebound."
